titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion
Dafnis y Cloe,['Longo'],['Clásico'],N/A,"Dafnis y Cloe, dos niños encontrados por pastores, se crían juntos y nace entre ellos un mutuo amor que ninguno sospecha. El desarrollo de esta simple pasión representa el principal interés, y hay pocos incidentes. Cloe es secuestrada por un pirata, y finalmente recupera a su familia. Los rivales perturban la paz de Dafnis, pero ambos amantes son reconocidos por sus padres, y regresan a una feliz vida de casados al campo.",https://ww3.lectulandia.co/book/dafnis-y-cloe/,Clásico,2026-09-08 13:50:41
Mansfield Park,['Jane Austen'],"['Clásico', 'Romántico']",N/A,"Fanny Price es una niña todavía cuando sus tíos la acogen en su mansión de Mansfield Park, rescatándola de una vida de estrecheces y de necesidades. Allí, ante su mirada amedrentada, desfilará un mundo de ocio y de refinamiento en el que las inocentes diversiones alimentarán maquinaciones y estrategias de seducción. Ese mundo oculta una verdad peligrosa y sólo Fanny, desde su sumiso silencio, será capaz de atisbar sus consecuencias y amenazas. Mansfield Park recrea un orden familiar y social que se deshace y restaura engañosamente a través de los ojos ambiguos de una jovencita a quien se ha asignado la suerte y el destino de una Cenicienta. Publicada en 1814, Mansfield Park es, probablemente, la novela más densa y compleja de la autora, todo un prodigio de arquitectura narrativa y de profundidad psicológica.",https://ww3.lectulandia.co/book/mansfield-park/,Clásico,2026-09-08 13:50:44
La educación sentimental,['Gustave Flaubert'],['Clásico'],N/A,"La educación sentimental es, junto a Madame Bovary , no sólo la obra maestra de Gustave Flaubert sino para muchos la obra cumbre de la novela realista del siglo XIX. Estilísticamente supone un verdadero tour de force para un virtuoso como Flaubert, que aquí lleva la prosa francesa a unas alturas que nunca antes se habían conquistado. La novela consigue además trazar un retrato del momento histórico que supuso el principio de la segunda mitad del siglo XIX, del paisaje moral, psicológico y político de la Europa de 1848, absolutamente memorable. El hilo principal de la trama gira en torno al enamoramiento del joven abogado Fréderic Moreau con una mujer mayor, Madame de Arnoux. Con la revolución de 1848 como trasfondo histórico, asistiremos a la evolución sentimental y moral de ese joven, reflejo de toda una generación y de un país y un tiempo que se encamina hacia la disolución de viejos valores.",https://ww3.lectulandia.co/book/la-educacion-sentimental/,Clásico,2026-09-08 13:50:46
Textos fronterizos,['Horacio Quiroga'],"['Clásico', 'Ensayo', 'Relato']",N/A,"Al final de su vida, Horacio Quiroga, desencantado por el desdén de los jóvenes vanguardistas porteños, se retira de la vida pública y se muda con su familia a San Ignacio, provincia de Misiones. Desde allí, escribe una serie de artículos (“Croquis del monte”) con amplias incursiones en el terreno de la ficción. Verdaderos «textos fronterizos» por partida doble: por tener como escenario la frontera argentino-paraguaya, y por estar también en el límite entre divulgación y ficción, entre el documental y el relato. En los nueve textos escogidos, encontrará el lector hallazgos literarios tan sutiles que le será muy difícil definir en qué consiste el arte de su autor. El último de ellos, “La tragedia de los ananás”, tiene además un valor biográfico especial, pues apareció en ‘La Prensa’ el primer día del año 1937, mes y medio antes de su partida definitiva.",https://ww3.lectulandia.co/book/textos-fronterizos/,Clásico,2026-09-08 13:50:49
Las aventuras de Pinocho,['Carlo Collodi'],"['Clásico', 'Cuentos', 'Ensayo']",N/A,"Aunque se trata de uno de los libros más populares del mundo, Las aventuras de Pinocho es, al mismo tiempo, una obra desconocida y eclipsada por la versión de Walt Disney, que por otra parte guarda muy poca relación con el original. La historia de una marioneta que logra cobrar vida no es aquí un cuento moralizante ni sentimental, sino una obra profundamente subversiva sobre la infancia perdida, una historia transida de crueldad, magia y sátira. El personaje de Pinocho es una de las grandes creaciones de la historia de la literatura, en cuya aventura se entreveran la picaresca, el teatro callejero, los cuentos de hadas, de un modo que anticipa el surrealismo e incluso el realismo mágico. Lleno de personajes memorables y compuesto con la inevitable lógica de un sueño, Pinocho es un clásico de vida inagotable.",https://ww3.lectulandia.co/book/las-aventuras-de-pinocho/,Clásico,2026-09-08 13:50:52
El rey Lear,['William Shakespeare'],"['Clásico', 'Drama', 'Teatro']",N/A,"El anciano Lear decide abdicar y legar el trono a sus hijas. Pero, dudando a cuál de ellas hacerlo, opta por someterlas a prueba. A las dos más cariñosas, Regan y Goneril, les cede una parte del Reino, pero a Cordelia, la que de verdad lo quiere aunque sea más hosca, la deshereda, pensando que no lo ama. Con el tiempo se demostrará que la realidad era precisamente al revés y la única que permanece al lado de su padre es Cordelia, mientras sus hermanas se disputan el trono. Todo ello desencadena hechos trágicos en los que ejercen un importante papel el conde de Glocester y sus hijos, cuyas circunstancias se configuran como una acción secundaria de la principal. Drama viejo como el mundo. Pero la equivocación en un gran hombre tiene consecuencias grandes, y Lear verá pronto cómo su decisión de retiro del mundo es acatada por sus hijas Goneril y Regan con un fervor que desafía sus mayores expectativas. Despojado, escarnecido, vilipendiado y atormentado por su injusticia hacia Cordelia y el Conde de Kent (conmovedor este personaje con su fidelidad por encima de todo, incluso después de caer en desgracia), Lear acaba por perder la razón. Así como en Julio César la ausencia del líder era el nudo central de la trama, aquí la locura de Lear, es otra forma de muerte, se instala casi desde el principio, y sus efectos se hacen notar en seguida, exponencialmente, como en un cataclismo. Cunde el caos, los partidismos, las traiciones. Un drama sobrecogedor —palabra un poco gastada, pero aquí más justa que nunca— sobre la condición humana, las miserias de la vejez y los finos límites que bordean la locura; un límite a menudo decidido de manera arbitrariamente interesada. También es una de las pocas obras de Shakespeare con una tremenda explícita escena de tortura, que resalta aún más su filiación directa, descarnada, brutal, con lo más profundo de la tragedia griega. Shakespeare nunca repite sus encantos, pero esta obra es de esas que tienen un brillo especial, un lugar aparte de oscuro talismán de muerte. Igual que Macbeth es única, igual que Hamlet es única, igual que El mercader de Venecia es única… En realidad Shakespeare es siempre único.",https://ww3.lectulandia.co/book/el-rey-lear/,Clásico,2026-09-08 13:50:54
El mundo de Guermantes,['Marcel Proust'],['Clásico'],En busca del tiempo perdido,"Tercera parte de En busca del tiempo perdido. Obra cumbre de la literatura del siglo XX. La integración, por fin, en el anhelado espacio de los Guermantes tiene lugar en París, donde el narrador logra instalarse en una dependencia de la residencia de los aristócratas. Ahora, su inquieta pasión amorosa le ha llevado a poner los ojos en la duquesa, un ideal inalcanzable al que, pese a todo, sigue hasta su retiro de Doncières, donde se halla prestando su servicio militar el joven Robert de Saint-Loup. A partir de aquí, los acontecimientos se suceden vertiginosamente en la memoria del narrador, que entabla amistad con la actriz Rachel (amante de Robert), pierde a su abuela materna y se enamora de Albertine, una de las ""muchachas en flor"". Por aquel tiempo (en el que acude con asiduidad al elegante salón de Mme. de Villeparisis), el protagonista descubre la condición de homosexual del barón de Charlus.",https://ww3.lectulandia.co/book/el-mundo-de-guermantes/,Clásico,2026-09-08 13:50:57
"El amor, el dandismo y la intriga",['Pío Baroja'],"['Clásico', 'Histórico', 'Relato']",Memorias de un hombre de acción,"Esta obra, terminada en Vera de Bidasoa por octubre de 1922, se halla constituida por cuatro partes y en ellas vuelve a ser personaje central el narrador, Pedro Leguía. Recoge el hilo, un poco abandonado desde El aprendiz de conspirador. Bayona es el centro de la intriga al principio, como lo será en otras novelas de la serie, inmediatamente posteriores. Abundan las descripciones y pinturas del ambiente de 1837. Leguía es joven, apuesto, el dandysmo está a la orden del día. Esto y sus actividades peculiares le dan motivos para apuntar muchas ideas y observaciones sobre la vida amorosa y la política y sus hombres. Pero también hay parte dedicada a descubrir la situación de la zona fronteriza avanzada ya la primera guerra civil; el novelista transcribe, así, canciones vascas de circunstancias (algunas recogidas en Vera). La tercera parte recoge experiencias muy distintas y varias, en París y Madrid. La trama mayor de todas las urdidas por Aviraneta para provocar la desorientación en el campo carlista se va desarrollando en las partes cuarta y quinta, llenas de incidentes novelescos e intrigas amorosas que justifican sobradamente el título.",https://ww3.lectulandia.co/book/el-amor-el-dandismo-y-la-intriga/,Clásico,2026-09-08 13:51:00
Apología de Sócrates (Trad. Gredos),['Platón'],"['Clásico', 'Filosofía']",Diálogos de juventud,"En Apología de Sócrates, diálogo compuesto entre 393 y 389 a.C., Platón (c. 427-347 a. C.) ofrece una versión de la defensa que hizo de sí mismo Sócrates frente al jurado de Atenas tras ser acusado de corromper a los jóvenes y despreciar a los dioses. El diálogo, perteneciente al ciclo platónico de obras socráticas o de juventud, además de rescatar el texto de la apología (defensa) ante el tribunal, constituye la apología (elogio) que hace Platón de su maestro. Sócrates comienza el diálogo diciendo que no sabe si los atenienses han sido ya persuadidos por los que le acusan. Este inicio resulta crucial para establecer el tema del discurso, pues es frecuente que Platón comience sus diálogos socráticos exponiendo la idea general del texto. Sócrates pide al jurado que no atienda a sus virtudes oratorias, sino a la verdad que éstas convocan. A su vez, asegura que no va a utilizar ornamentos retóricos ni frases cuidadosamente preparadas, sino que dirá lo que se le pase por la cabeza, las mismas palabras que utilizaría en el ágora y en las reuniones; pero demuestra ser un maestro en retórica, no sólo elocuente y persuasivo, sino hábil con el jurado. Aun así, este discurso, que durante más de dos milenios se ha ganado el favor de los lectores, no consigue ganar el juicio. Sócrates fue condenado a muerte, y desde entonces se le ha admirado por su serena aceptación de la sentencia.",https://ww3.lectulandia.co/book/apologia-de-socrates-trad-gredos/,Clásico,2026-09-08 13:51:03
Critón (Trad. Gredos),['Platón'],"['Clásico', 'Filosofía']",Diálogos de juventud,"El Critón, el más breve de los escritos platónicos iniciales, está muy vinculado a la Apología. Tras la terrible sentencia, Sócrates y Critón repasan los conceptos y puntos de vista que ambos aceptaban anteriormente, para comprobar si siguen siendo válidos.",https://ww3.lectulandia.co/book/criton-trad-gredos/,Clásico,2026-09-08 13:51:05
Servidumbre humana,['William Somerset Maugham'],"['Clásico', 'Drama', 'Relato']",N/A,"Servidumbre humana (Of Human Bondage, 1915) fue calificada por los críticos de la época como ""una de las novelas más importantes del siglo XX."" El libro parece ser bastante autobiográfico (la tartamudez de Maugham se transforma en una deformación congénita de los pies de Philip Carey, el vicario de Whitestable se convierte en el vicario de Blackstable, y Philip Carey es un médico) no obstante el mismo Maugham insistió que se trataba de invención más que de realidad. En todo caso, la estrecha relación entre ficción y realidad fue una de las características de la obra de Maugham, a pesar de la obligada declaración legal sobre el hecho de que ""los personajes [de ésta o aquella obra] son completamente imaginarios"". En 1938 escribió: ""Realidad y ficción están tan mezcladas en mi obra que ahora, echando una ojeada en ella, difícilmente puedo distinguir la una de la otra."". A través de su protagonista principal, Philip Carey, Servidumbre humana desgrana una historia de formación y sufrimiento abarcando diversas fases de la juventud y la sensualidad humana. Su orfandad, las humillaciones sufridas en la escuela a causa de su defecto físico en un pie —como en el caso de su autor, por la tartamudez— desarrollaron en Philip un carácter introspectivo y extremadamente sensible, al tiempo que se formó en él “…el más exquisito hábito humano: el de la lectura”. Su rebeldía, plasmada en su descreimiento religioso y en sus ansias de aventura y libertad, provino de aquella falta de mayor cariño. En París vivirá infructuosamente el sueño de convertirse en artista; y las sucesivas etapas de su vida —los estudios de medicina en Londres, su desaforada pasión por una mujer vulgar pero seductora, el hambre y la pobreza…— buscarán la respuesta al sentido de la existencia, a cuál debe ser la idea rectora que la guíe. Pero sólo en uno mismo está poder descubrirlo: vivir será tejer el tapiz del propio destino por la satisfacción de llevar a cabo la obra; y al comprenderlo, el protagonista encontrará inesperadamente la paz..",https://ww3.lectulandia.co/book/servidumbre-humana/,Clásico,2026-09-08 13:51:08
